acdf792f-a003-4315-8862-496540555c43,"McGettigan""s Fulham","1 Fulham Broadway, London SW6 1AA, United Kingdom",,51.4799726,-0.1959914,"Spacious Irish sports pub with ample TVs offering an array of hearty pub grub, cocktails & ales.",ChIJ5bKUWoQPdkgR3dH4lL617XY,4.0,https://www.mcgettigans.com/fulham-london.html,https://maps.google.com/?cid=8569705496103670237,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,Fulham Broadway,South
b39057f8-c5d0-499a-932a-c2bdc45d85e8,Sizzling Pub Grill,"Fencepiece Rd, Ilford IG6 2NG, United Kingdom",,51.6015826,0.0838585,,ChIJ5bYwi1Kh2EcRI8NrQwm6nNo,2.3,https://www.sizzlingpubs.co.uk/,https://maps.google.com/?cid=15752670145583760163,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,Hainault,North East
fc2e64a8-b4df-4144-b6fb-f0dd5753a136,"The Trinity, Borough","202-206 Borough High St, London SE1 1JX, United Kingdom",,51.50109750000001,-0.0937262,"Traditional pub with bright interior and stripped floors, serving real ales and a British menu.",ChIJ5cOjnVgDdkgR5AZPPBxb2rM,4.2,https://www.thetrinity.co.uk/?y_source=1_MTc3MzY3NDItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,https://maps.google.com/?cid=12959771054541047524,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,Borough,South
a0bf9e11-f72c-4322-9501-df6339781297,The Winchester,"206 Archway Rd, London N6 5BA, United Kingdom",,51.5737791,-0.1409162,"Ornate Victorian pub with big-screen TV, flowery courtyard, and simple en suite rooms upstairs.",ChIJ5dFxtLQbdkgRVq6DbWGALyU,4.5,https://instagram.com/winchesterhighgate?igshid=MmJiY2I4NDBkZg==,https://maps.google.com/?cid=2679501459246263894,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,Highgate,North
b72f8d77-9b65-445d-baba-ceb4c8fd3682,The Seven,"Kenton Ln, Harrow HA3 6AW, United Kingdom",,51.6103953,-0.3300927,"Modernised pub with extensive drinks offering, Indian food menu & outside space.",ChIJ5zPT0uwVdkgRadNeBAp_HC4,4.2,http://www.thesevenharrow.com/,https://maps.google.com/?cid=3322670306092307305,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,Harrow and Wealdstone,North West
6dc557fc-11ee-472c-ba7b-c6dba4397e62,The Golden Lion,"57 Fulham High St, London SW6 3JJ, United Kingdom",,51.4698785,-0.2100137,"Traditional pub with a range of live music on Friday nights, big screen sports and a familiar menu.",ChIJ60Ze3nQPdkgR_1Dd-T6enFw,4.4,https://www.thegoldenlionfulham.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage,https://maps.google.com/?cid=6673382741173424383,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,Putney Bridge,South
82f9cf7a-e5c6-4f4b-879d-c287745f9842,The Artful Dodger,"47 Royal Mint St, London E1 8LG, United Kingdom",,51.5105042,-0.0701604,,ChIJ62t1CEoDdkgRNgHnRxqffuE,4.5,,https://maps.google.com/?cid=16248599440823615798,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,Tower Gateway,Central
5e1fef8f-4490-4769-9018-ac54575664f4,ħ-bar,"Imperial College Rd, South Kensington, London SW7 2BX, United Kingdom",,51.4986262,-0.1783335,"Busy student & staff hangout at Imperial College offering drinks, food, quiz nights & other events.",ChIJ65xQhFwFdkgR2Wtz2uH7VwI,4.2,https://www.imperialcollegeunion.org/food-drink/h-bar,https://maps.google.com/?cid=168880458500893657,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,South Kensington,South
fa1e6d0d-ed3d-44c4-8fad-c157534e0ae2,Silver Cross,"33 Whitehall, London SW1A 2BS, United Kingdom",,51.5066295,-0.1270581,"Large, split-level traditional pub with spacious dining area and flagstone floors.",ChIJ65xzsc8EdkgR1CPqm1x5rsU,4.1,https://www.greeneking.co.uk/pubs/greater-london/silver-cross?utm_source=g_places&utm_medium=locations&utm_campaign=UC_pubpage,https://maps.google.com/?cid=14244456110079222740,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,Charing Cross,Central
575c8466-ff2a-4ec7-beff-b462ee0afea5,The Cadogan Arms,"298 King""s Rd, London SW3 5UG, United Kingdom",,51.4859959,-0.1729423,"Modern British gastropub with darkwood interior and mounted stag antlers, plus upstairs pool room.",ChIJ66HKJ8QFdkgRoWrsa8akEZc,4.6,,https://maps.google.com/?cid=10885662946452335265,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,South Kensington,South
